instant_x,dteday_x,season_x,yr_x,mnth_x,hr_x,holiday_x,weekday_x,weathersit_x,temp_x,Unnamed: 0,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt,instant_y,dteday_y,season_y,yr_y,mnth_y,hr_y,holiday_y,weekday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,717,2011-02-02 00:00:00,1,0,2,5,FALSE,3,3,0.22,0.2424,0.93,0.1045,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,832,2011-02-07 00:00:00,1,0,2,2,FALSE,1,1,0.2,0.2576,0.8,0,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,858,2011-02-08 00:00:00,1,0,2,4,FALSE,2,1,0.26,0.2576,0.93,0.1642,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,880,2011-02-09 00:00:00,1,0,2,2,FALSE,3,1,0.08,0.0758,0.38,0.2836,1,2
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,903,2011-02-10 00:00:00,1,0,2,2,FALSE,4,3,0.14,0.1515,0.8,0.1343,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,926,2011-02-11 00:00:00,1,0,2,2,FALSE,5,1,0.1,0.1364,0.54,0.0896,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,976,2011-02-13 00:00:00,1,0,2,7,FALSE,0,2,0.22,0.2727,0.55,0,0,3
507,2011-01-23 00:00:00,1,0,1,5,FALSE,0,2,0.04,506,0.0758,0.57,0.1045,1970-01-01 00:00:00,3,3,998,2011-02-14 00:00:00,1,0,2,5,FALSE,1,1,0.32,0.303,0.53,0.2836,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,623,2011-01-29 00:00:00,1,0,1,4,FALSE,6,1,0.16,0.1818,0.69,0.1045,1,2
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,647,2011-01-30 00:00:00,1,0,1,5,FALSE,0,1,0.14,0.2121,0.86,0,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,648,2011-01-30 00:00:00,1,0,1,7,FALSE,0,1,0.14,0.2121,0.86,0,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,690,2011-02-01 00:00:00,1,0,2,1,FALSE,2,2,0.16,0.1818,0.69,0.1045,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,693,2011-02-01 00:00:00,1,0,2,5,FALSE,2,3,0.14,0.2121,0.93,0,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,713,2011-02-02 00:00:00,1,0,2,1,FALSE,3,3,0.22,0.2273,0.93,0.194,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,717,2011-02-02 00:00:00,1,0,2,5,FALSE,3,3,0.22,0.2424,0.93,0.1045,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,832,2011-02-07 00:00:00,1,0,2,2,FALSE,1,1,0.2,0.2576,0.8,0,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,858,2011-02-08 00:00:00,1,0,2,4,FALSE,2,1,0.26,0.2576,0.93,0.1642,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,880,2011-02-09 00:00:00,1,0,2,2,FALSE,3,1,0.08,0.0758,0.38,0.2836,1,2
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,903,2011-02-10 00:00:00,1,0,2,2,FALSE,4,3,0.14,0.1515,0.8,0.1343,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,926,2011-02-11 00:00:00,1,0,2,2,FALSE,5,1,0.1,0.1364,0.54,0.0896,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,976,2011-02-13 00:00:00,1,0,2,7,FALSE,0,2,0.22,0.2727,0.55,0,0,3
597,2011-01-28 00:00:00,1,0,1,1,FALSE,5,2,0.2,596,0.2121,0.75,0.1343,1970-01-01 00:00:00,2,3,998,2011-02-14 00:00:00,1,0,2,5,FALSE,1,1,0.32,0.303,0.53,0.2836,0,3
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
9,2011-01-01 00:00:00,1,0,1,8,FALSE,6,1,0.24,8,,0.75,0,1970-01-01 00:00:00,7,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
32,2011-01-02 00:00:00,1,0,1,8,FALSE,0,3,0.4,31,0.4091,0.71,0.2239,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
47,2011-01-02 00:00:00,1,0,1,23,FALSE,0,1,0.22,46,0.2273,0.47,0.1642,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
306,2011-01-14 00:00:00,1,0,1,5,FALSE,5,1,0.1,305,0.1364,0.54,0.0896,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
328,2011-01-15 00:00:00,1,0,1,3,FALSE,6,2,0.16,327,0.2273,0.59,0,1970-01-01 00:00:00,7,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
375,2011-01-17 00:00:00,1,0,1,2,TRUE,1,2,0.18,374,0.1667,0.43,0.2537,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
486,2011-01-22 00:00:00,1,0,1,7,FALSE,6,1,0.02,485,0.0152,0.44,0.2836,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,622,2011-01-29 00:00:00,1,0,1,3,FALSE,6,1,0.2,0.2121,0.64,0.1343,3,5
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,645,2011-01-30 00:00:00,1,0,1,3,FALSE,0,1,0.14,0.2121,0.93,0,1,7
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,670,2011-01-31 00:00:00,1,0,1,5,FALSE,1,1,0.18,0.1667,0.64,0.2836,0,8
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,689,2011-02-01 00:00:00,1,0,2,0,FALSE,2,2,0.16,0.1818,0.64,0.1045,2,6
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,786,2011-02-05 00:00:00,1,0,2,4,FALSE,6,3,0.22,0.2273,0.93,0.1343,0,8
576,2011-01-26 00:00:00,1,0,1,6,FALSE,3,3,0.2,575,0.1818,0.86,0.2836,1970-01-01 00:00:00,8,8,813,2011-02-06 00:00:00,1,0,2,7,FALSE,0,1,0.24,0.2424,0.65,0.1642,0,8
10,2011-01-01 00:00:00,1,0,1,9,FALSE,6,1,0.32,9,0.3485,0.76,0,1970-01-01 00:00:00,6,14,924,2011-02-11 00:00:00,1,0,2,0,FALSE,5,1,0.1,0.1364,0.49,0.1045,2,12
302,2011-01-14 00:00:00,1,0,1,0,FALSE,5,1,0.12,301,0.1364,0.5,0.194,1970-01-01 00:00:00,14,14,924,2011-02-11 00:00:00,1,0,2,0,FALSE,5,1,0.1,0.1364,0.49,0.1045,2,12
11,2011-01-01 00:00:00,1,0,1,10,FALSE,6,1,0.38,10,0.3939,0.76,0.2537,1970-01-01 00:00:00,24,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
11,2011-01-01 00:00:00,1,0,1,10,FALSE,6,1,0.38,10,0.3939,0.76,0.2537,1970-01-01 00:00:00,24,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
11,2011-01-01 00:00:00,1,0,1,10,FALSE,6,1,0.38,10,0.3939,0.76,0.2537,1970-01-01 00:00:00,24,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
21,2011-01-01 00:00:00,1,0,1,20,FALSE,6,2,0.4,20,0.4091,0.87,0.2537,1970-01-01 00:00:00,25,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
21,2011-01-01 00:00:00,1,0,1,20,FALSE,6,2,0.4,20,0.4091,0.87,0.2537,1970-01-01 00:00:00,25,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
21,2011-01-01 00:00:00,1,0,1,20,FALSE,6,2,0.4,20,0.4091,0.87,0.2537,1970-01-01 00:00:00,25,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
75,2011-01-04 00:00:00,1,0,1,6,FALSE,2,1,0.12,74,0.1515,0.74,0.1045,1970-01-01 00:00:00,36,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
75,2011-01-04 00:00:00,1,0,1,6,FALSE,2,1,0.12,74,0.1515,0.74,0.1045,1970-01-01 00:00:00,36,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
75,2011-01-04 00:00:00,1,0,1,6,FALSE,2,1,0.12,74,0.1515,0.74,0.1045,1970-01-01 00:00:00,36,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
121,2011-01-06 00:00:00,1,0,1,6,FALSE,4,2,0.14,120,0.1667,0.63,0.1045,1970-01-01 00:00:00,36,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
121,2011-01-06 00:00:00,1,0,1,6,FALSE,4,2,0.14,120,0.1667,0.63,0.1045,1970-01-01 00:00:00,36,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
121,2011-01-06 00:00:00,1,0,1,6,FALSE,4,2,0.14,120,0.1667,0.63,0.1045,1970-01-01 00:00:00,36,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
160,2011-01-07 00:00:00,1,0,1,22,FALSE,5,2,0.18,159,0.197,0.43,0.1642,1970-01-01 00:00:00,34,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
160,2011-01-07 00:00:00,1,0,1,22,FALSE,5,2,0.18,159,0.197,0.43,0.1642,1970-01-01 00:00:00,34,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
160,2011-01-07 00:00:00,1,0,1,22,FALSE,5,2,0.18,159,0.197,0.43,0.1642,1970-01-01 00:00:00,34,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
323,2011-01-14 00:00:00,1,0,1,22,FALSE,5,2,0.16,322,0.2273,0.69,0,1970-01-01 00:00:00,34,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
323,2011-01-14 00:00:00,1,0,1,22,FALSE,5,2,0.16,322,0.2273,0.69,0,1970-01-01 00:00:00,34,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
323,2011-01-14 00:00:00,1,0,1,22,FALSE,5,2,0.16,322,0.2273,0.69,0,1970-01-01 00:00:00,34,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
554,2011-01-25 00:00:00,1,0,1,6,FALSE,2,1,0.16,553,0.1818,0.74,0.1045,1970-01-01 00:00:00,35,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
554,2011-01-25 00:00:00,1,0,1,6,FALSE,2,1,0.16,553,0.1818,0.74,0.1045,1970-01-01 00:00:00,35,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
554,2011-01-25 00:00:00,1,0,1,6,FALSE,2,1,0.16,553,0.1818,0.74,0.1045,1970-01-01 00:00:00,35,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
584,2011-01-26 00:00:00,1,0,1,14,FALSE,3,3,0.22,583,0.197,0.93,0.3582,1970-01-01 00:00:00,36,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
584,2011-01-26 00:00:00,1,0,1,14,FALSE,3,3,0.22,583,0.197,0.93,0.3582,1970-01-01 00:00:00,36,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
584,2011-01-26 00:00:00,1,0,1,14,FALSE,3,3,0.22,583,0.197,0.93,0.3582,1970-01-01 00:00:00,36,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
586,2011-01-26 00:00:00,1,0,1,16,FALSE,3,4,0.22,585,0.197,0.93,0.3284,1970-01-01 00:00:00,35,36,639,2011-01-29 00:00:00,1,0,1,21,FALSE,6,1,0.18,0.2121,0.74,0.0896,1,35
586,2011-01-26 00:00:00,1,0,1,16,FALSE,3,4,0.22,585,0.197,0.93,0.3284,1970-01-01 00:00:00,35,36,710,2011-02-01 00:00:00,1,0,2,22,FALSE,2,2,0.22,0.2576,0.87,0.0896,2,34
586,2011-01-26 00:00:00,1,0,1,16,FALSE,3,4,0.22,585,0.197,0.93,0.3284,1970-01-01 00:00:00,35,36,991,2011-02-13 00:00:00,1,0,2,22,FALSE,0,1,0.4,0.4091,0.35,0.2985,5,31
12,2011-01-01 00:00:00,1,0,1,11,FALSE,6,1,0.36,11,0.3333,0.81,0.2836,1970-01-01 00:00:00,30,56,686,2011-01-31 00:00:00,1,0,1,21,FALSE,1,3,0.16,0.197,0.59,0.0896,3,53
12,2011-01-01 00:00:00,1,0,1,11,FALSE,6,1,0.36,11,0.3333,0.81,0.2836,1970-01-01 00:00:00,30,56,803,2011-02-05 00:00:00,1,0,2,21,FALSE,6,1,0.26,0.2576,1,0.194,3,53
12,2011-01-01 00:00:00,1,0,1,11,FALSE,6,1,0.36,11,0.3333,0.81,0.2836,1970-01-01 00:00:00,30,56,874,2011-02-08 00:00:00,1,0,2,20,FALSE,2,1,0.16,0.1364,0.4,0.3284,3,53
274,2011-01-12 00:00:00,1,0,1,20,FALSE,3,1,0.16,273,0.1364,0.5,0.3284,1970-01-01 00:00:00,54,56,686,2011-01-31 00:00:00,1,0,1,21,FALSE,1,3,0.16,0.197,0.59,0.0896,3,53
274,2011-01-12 00:00:00,1,0,1,20,FALSE,3,1,0.16,273,0.1364,0.5,0.3284,1970-01-01 00:00:00,54,56,803,2011-02-05 00:00:00,1,0,2,21,FALSE,6,1,0.26,0.2576,1,0.194,3,53
274,2011-01-12 00:00:00,1,0,1,20,FALSE,3,1,0.16,273,0.1364,0.5,0.3284,1970-01-01 00:00:00,54,56,874,2011-02-08 00:00:00,1,0,2,20,FALSE,2,1,0.16,0.1364,0.4,0.3284,3,53
454,2011-01-20 00:00:00,1,0,1,22,FALSE,4,2,0.24,453,0.2121,0.65,0.2836,1970-01-01 00:00:00,56,56,686,2011-01-31 00:00:00,1,0,1,21,FALSE,1,3,0.16,0.197,0.59,0.0896,3,53
454,2011-01-20 00:00:00,1,0,1,22,FALSE,4,2,0.24,453,0.2121,0.65,0.2836,1970-01-01 00:00:00,56,56,803,2011-02-05 00:00:00,1,0,2,21,FALSE,6,1,0.26,0.2576,1,0.194,3,53
454,2011-01-20 00:00:00,1,0,1,22,FALSE,4,2,0.24,453,0.2121,0.65,0.2836,1970-01-01 00:00:00,56,56,874,2011-02-08 00:00:00,1,0,2,20,FALSE,2,1,0.16,0.1364,0.4,0.3284,3,53
13,2011-01-01 00:00:00,1,0,1,12,FALSE,6,1,0.42,12,0.4242,0.77,0.2836,1970-01-01 00:00:00,55,84,654,2011-01-30 00:00:00,1,0,1,13,FALSE,0,1,0.28,0.2879,0.61,0.1045,13,71
13,2011-01-01 00:00:00,1,0,1,12,FALSE,6,1,0.42,12,0.4242,0.77,0.2836,1970-01-01 00:00:00,55,84,801,2011-02-05 00:00:00,1,0,2,19,FALSE,6,2,0.28,0.2424,0.93,0.4478,6,78
13,2011-01-01 00:00:00,1,0,1,12,FALSE,6,1,0.42,12,0.4242,0.77,0.2836,1970-01-01 00:00:00,55,84,897,2011-02-09 00:00:00,1,0,2,20,FALSE,3,3,0.14,0.1515,0.86,0.1642,0,84
13,2011-01-01 00:00:00,1,0,1,12,FALSE,6,1,0.42,12,0.4242,0.77,0.2836,1970-01-01 00:00:00,55,84,936,2011-02-11 00:00:00,1,0,2,14,FALSE,5,1,0.3,0.2879,0.26,0.2537,17,67
13,2011-01-01 00:00:00,1,0,1,12,FALSE,6,1,0.42,12,0.4242,0.77,0.2836,1970-01-01 00:00:00,55,84,956,2011-02-12 00:00:00,1,0,2,10,FALSE,6,1,0.22,0.2121,0.41,0.2537,13,71
